"text","text_en","cmp_code","eu_code"
"believe veterans from Guam and the Virgin Islands should have access to timely and quality Department of Veterans Affairs (VA) care,",NA,"104",NA
"and take seriously the unique health care challenges that Pacific Island communities face.",NA,"503",NA
"And we support reviewing the feasibility of extending the ACA to all the territories and increasing the Medicaid cap.",NA,"504",NA
"For all those who live under our flag, we support strong economic development",NA,"410",NA
"and will work towards fair and equitable treatment under federal programs.",NA,"503",NA
"Protect Voting Rights, Fix Our Campaign Finance System, and Restore Our Democracy",NA,"H",NA
"Democrats know that Americans’ right to vote is sacred and fundamental.",NA,"202.1",NA
"We believe that we must protect Americans’ right to vote,",NA,"202.1",NA
"while stopping corporations’ outsized influence in elections.",NA,"503",NA
"We must rectify the Supreme Court decision gutting the Voting Rights Act, which is a profound injustice.",NA,"503",NA
"We will stop efforts by Republican governors and legislatures to disenfranchise people of color, low-income people, and young people,",NA,"503",NA
"and prevent these voters from exercising their right to vote through onerous restrictions.",NA,"202.1",NA
"We will ensure that election officials comply with voting protections, including provisions mandating bilingual materials and voter assistance.",NA,"202.1",NA
"And we will fight to reform our broken campaign finance system,",NA,"403",NA
"which gives outsized influence to billionaires and big corporations.",NA,"503",NA
"It’s time we give back control of our elections to those to whom it belongs—the American people.",NA,"202.1",NA
"Protecting Voting Rights",NA,"H",NA
"The Democratic Party was founded on the promise of an expanded democracy.",NA,"202.1",NA
"The right to vote is at the heart of our national vision.",NA,"202.1",NA
"It is a core principle of the Democratic Party to maximize voter participation for all Americans.",NA,"202.1",NA
"Our democracy suffers when nearly two thirds of our citizens do not or cannot participate, as in the last midterm elections.",NA,"202.1",NA
"Democrats believe we must make it easier to vote, not harder.",NA,"202.1",NA
"We must restore the full protections of the Voting Rights Act.",NA,"503",NA
"We will bring our democracy into the 21st century by expanding early voting and vote-by-mail,",NA,"202.1",NA
"implementing universal automatic voter registration and same day voter registration,",NA,"202.1",NA
"ending partisan and racial gerrymandering, and making Election Day a national holiday.",NA,"202.1",NA
"We will restore voting rights for those who have served their sentences.",NA,"202.1",NA
"And we will continue to fight against discriminatory voter identification laws,",NA,"503",NA
"which disproportionately burden young voters, diverse communities, people of color, low-income families, people with disabilities, the elderly, and women.",NA,"503",NA
"We support fully funding the Help America Vote Act and will work to fulfill the promise of election reform,",NA,"202.1",NA
"including fighting to end long lines at voting booths",NA,"202.1",NA
"and ensuring that all registration materials, voting materials, polling places, and voting machines are truly accessible to seniors, Americans with disabilities, and citizens with limited English proficiency.",NA,"503",NA
"We will support local, county, and state governments in their efforts to upgrade old voting equipment and machines with modern systems, including voter-verified paper ballots,",NA,"301",NA
"to ensure that all voters are able to exercise this sacred right in the quickest, most convenient, secure and accurate manner possible.",NA,"202.1",NA
"Republicans have enacted various voter suppression tactics from Ohio to Florida,",NA,"202.1",NA
"and even though some federal courts have already found that these measures go too far,",NA,"202.1",NA
"Democrats will continue to fight these laws to preserve the fundamental right to vote.",NA,"202.1",NA
"We support efforts to defeat ill-motivated voter suppression tactics.",NA,"202.1",NA
"We also support Ohio’s proposed Voters Bill of Rights amendment, North Carolina’s Moral Monday movement, and similar initiatives to permanently safeguard this inalienable right.",NA,"202.1",NA
"Fixing Our Broken Campaign Finance System",NA,"H",NA
"Democrats believe we must fight to preserve the essence of the longest standing democracy in the world:",NA,"202.1",NA
